row_idx,model,technique,video,crime_type
,Claude,Meta-Prompting,Shooting031_x264,Shooting
,Claude,Meta-Prompting,Shooting044_x264,Shooting
,Claude,Meta-Prompting,Shooting038_x264,Shooting
,Claude,Meta-Prompting,Shooting041_x264,Shooting
,Claude,Meta-Prompting,Shooting042_x264,Shooting
,Claude,Meta-Prompting,Shooting036_x264,Shooting
,Claude,Meta-Prompting,Shooting043_x264,Shooting
,Claude,Meta-Prompting,Shooting051_x264,Shooting
,Claude,Meta-Prompting,Shooting048_x264,Shooting
,Claude,Meta-Prompting,Shooting053_x264,Shooting
,Claude,Meta-Prompting,Shooting054_x264,Shooting
,Claude,Meta-Prompting,Shooting050_x264,Shooting
,Claude,Meta-Prompting,Shooting046_x264,Shooting
,Claude,Meta-Prompting,Shoplifting001_x264,Shoplifting
,Claude,Meta-Prompting,Shooting052_x264,Shooting
,Claude,Meta-Prompting,Shoplifting005_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting006_x264,Shoplifting
,Claude,Meta-Prompting,Shooting047_x264,Shooting
,Claude,Meta-Prompting,Shoplifting010_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting004_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting007_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting013_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting009_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting015_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting003_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting008_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting016_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting017_x264,Shoplifting
,Claude,Meta-Prompting,Shooting032_x264,Shooting
,Claude,Meta-Prompting,Shoplifting024_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting018_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting019_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting022_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting021_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting026_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting027_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting028_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting025_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting031_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting033_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting032_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting020_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting029_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting037_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting038_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting012_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting039_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting036_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting034_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting042_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting045_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting047_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting049_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting041_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting043_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting048_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting050_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting054_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting053_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting030_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting044_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting052_x264,Shoplifting
,Claude,Meta-Prompting,Stealing003_x264,Stealing
,Claude,Meta-Prompting,Shoplifting051_x264,Shoplifting
,Claude,Meta-Prompting,Stealing002_x264,Stealing
,Claude,Meta-Prompting,Shoplifting055_x264,Shoplifting
,Claude,Meta-Prompting,Shoplifting040_x264,Shoplifting
,Claude,Meta-Prompting,Stealing009_x264,Stealing
,Claude,Meta-Prompting,Stealing006_x264,Stealing
,Claude,Meta-Prompting,Stealing007_x264,Stealing
,Claude,Meta-Prompting,Stealing004_x264,Stealing
,Claude,Meta-Prompting,Stealing010_x264,Stealing
,Claude,Meta-Prompting,Stealing008_x264,Stealing
,Claude,Meta-Prompting,Stealing012_x264,Stealing
,Claude,Meta-Prompting,Stealing015_x264,Stealing
,Claude,Meta-Prompting,Stealing011_x264,Stealing
,Claude,Meta-Prompting,Stealing014_x264,Stealing
,Claude,Meta-Prompting,Stealing017_x264,Stealing
,Claude,Meta-Prompting,Stealing016_x264,Stealing
,Claude,Meta-Prompting,Stealing018_x264,Stealing
,Claude,Meta-Prompting,Stealing022_x264,Stealing
,Claude,Meta-Prompting,Stealing024_x264,Stealing
,Claude,Meta-Prompting,Stealing021_x264,Stealing
,Claude,Meta-Prompting,Stealing023_x264,Stealing
,Claude,Meta-Prompting,Stealing013_x264,Stealing
,Claude,Meta-Prompting,Stealing019_x264,Stealing
,Claude,Meta-Prompting,Stealing020_x264,Stealing
,Claude,Meta-Prompting,Stealing029_x264,Stealing
,Claude,Meta-Prompting,Stealing027_x264,Stealing
,Claude,Meta-Prompting,Stealing028_x264,Stealing
,Claude,Meta-Prompting,Stealing030_x264,Stealing
,Claude,Meta-Prompting,Stealing026_x264,Stealing
,Claude,Meta-Prompting,Stealing036_x264,Stealing
,Claude,Meta-Prompting,Stealing031_x264,Stealing
,Claude,Meta-Prompting,Stealing042_x264,Stealing
,Claude,Meta-Prompting,Stealing032_x264,Stealing
,Claude,Meta-Prompting,Stealing043_x264,Stealing
,Claude,Meta-Prompting,Stealing044_x264,Stealing
,Claude,Meta-Prompting,Stealing037_x264,Stealing
,Claude,Meta-Prompting,Stealing047_x264,Stealing
,Claude,Meta-Prompting,Stealing035_x264,Stealing
,Claude,Meta-Prompting,Stealing051_x264,Stealing
,Claude,Meta-Prompting,Stealing049_x264,Stealing
,Claude,Meta-Prompting,Stealing050_x264,Stealing
,Claude,Meta-Prompting,Stealing052_x264,Stealing
,Claude,Meta-Prompting,Stealing046_x264,Stealing
,Claude,Meta-Prompting,Stealing048_x264,Stealing
,Claude,Meta-Prompting,Shoplifting014_x264,Shoplifting
,Claude,Meta-Prompting,Stealing045_x264,Stealing
,Claude,Meta-Prompting,Stealing055_x264,Stealing
,Claude,Meta-Prompting,Stealing054_x264,Stealing
,Claude,Meta-Prompting,Stealing025_x264,Stealing
,Claude,Meta-Prompting,Stealing060_x264,Stealing
,Claude,Meta-Prompting,Stealing061_x264,Stealing
,Claude,Meta-Prompting,Stealing059_x264,Stealing
,Claude,Meta-Prompting,Stealing057_x264,Stealing
,Claude,Meta-Prompting,Stealing066_x264,Stealing
,Claude,Meta-Prompting,Stealing062_x264,Stealing
,Claude,Meta-Prompting,Stealing058_x264,Stealing
,Claude,Meta-Prompting,Stealing069_x264,Stealing
,Claude,Meta-Prompting,Stealing067_x264,Stealing
,Claude,Meta-Prompting,Stealing071_x264,Stealing
,Claude,Meta-Prompting,Stealing070_x264,Stealing
,Claude,Meta-Prompting,Stealing073_x264,Stealing
,Claude,Meta-Prompting,Stealing053_x264,Stealing
,Claude,Meta-Prompting,Stealing074_x264,Stealing
,Claude,Meta-Prompting,Stealing078_x264,Stealing
,Claude,Meta-Prompting,Stealing065_x264,Stealing
,Claude,Meta-Prompting,Stealing068_x264,Stealing
,Claude,Meta-Prompting,Stealing080_x264,Stealing
,Claude,Meta-Prompting,Stealing082_x264,Stealing
,Claude,Meta-Prompting,Stealing081_x264,Stealing
,Claude,Meta-Prompting,Stealing075_x264,Stealing
,Claude,Meta-Prompting,Stealing079_x264,Stealing
,Claude,Meta-Prompting,Stealing083_x264,Stealing
,Claude,Meta-Prompting,Stealing063_x264,Stealing
,Claude,Meta-Prompting,Stealing091_x264,Stealing
,Claude,Meta-Prompting,Stealing072_x264,Stealing
,Claude,Meta-Prompting,Stealing087_x264,Stealing
,Claude,Meta-Prompting,Stealing093_x264,Stealing
,Claude,Meta-Prompting,Stealing095_x264,Stealing
,Claude,Meta-Prompting,Stealing094_x264,Stealing
,Claude,Meta-Prompting,Stealing097_x264,Stealing
,Claude,Meta-Prompting,Stealing077_x264,Stealing
,Claude,Meta-Prompting,Stealing089_x264,Stealing
,Claude,Meta-Prompting,Stealing088_x264,Stealing
,Claude,Meta-Prompting,Stealing101_x264,Stealing
,Claude,Meta-Prompting,Stealing096_x264,Stealing
,Claude,Meta-Prompting,Stealing102_x264,Stealing
,Claude,Meta-Prompting,Stealing098_x264,Stealing
,Claude,Meta-Prompting,Stealing092_x264,Stealing
,Claude,Meta-Prompting,Stealing086_x264,Stealing
,Claude,Meta-Prompting,Stealing084_x264,Stealing
,Claude,Meta-Prompting,Stealing106_x264,Stealing
,Claude,Meta-Prompting,Stealing105_x264,Stealing
,Claude,Meta-Prompting,Stealing104_x264,Stealing
,Claude,Meta-Prompting,Stealing108_x264,Stealing
,Claude,Meta-Prompting,Stealing110_x264,Stealing
,Claude,Meta-Prompting,Stealing107_x264,Stealing
,Claude,Meta-Prompting,Stealing113_x264,Stealing
,Claude,Meta-Prompting,Stealing103_x264,Stealing
,Claude,Meta-Prompting,Vandalism001_x264,Vandalism
,Claude,Meta-Prompting,Stealing112_x264,Stealing
,Claude,Meta-Prompting,Stealing114_x264,Stealing
,Claude,Meta-Prompting,Vandalism003_x264,Vandalism
,Claude,Meta-Prompting,Vandalism002_x264,Vandalism
,Claude,Meta-Prompting,Stealing111_x264,Stealing
,Claude,Meta-Prompting,Vandalism006_x264,Vandalism
,Claude,Meta-Prompting,Vandalism005_x264,Vandalism
,Claude,Meta-Prompting,Vandalism004_x264,Vandalism
,Claude,Meta-Prompting,Vandalism007_x264,Vandalism
,Claude,Meta-Prompting,Vandalism009_x264,Vandalism
,Claude,Meta-Prompting,Vandalism012_x264,Vandalism
,Claude,Meta-Prompting,Vandalism014_x264,Vandalism
,Claude,Meta-Prompting,Stealing109_x264,Stealing
,Claude,Meta-Prompting,Stealing100_x264,Stealing
,Claude,Meta-Prompting,Vandalism013_x264,Vandalism
,Claude,Meta-Prompting,Vandalism017_x264,Vandalism
,Claude,Meta-Prompting,Vandalism010_x264,Vandalism
,Claude,Meta-Prompting,Vandalism019_x264,Vandalism
,Claude,Meta-Prompting,Vandalism015_x264,Vandalism
,Claude,Meta-Prompting,Vandalism020_x264,Vandalism
,Claude,Meta-Prompting,Vandalism021_x264,Vandalism
,Claude,Meta-Prompting,Vandalism016_x264,Vandalism
,Claude,Meta-Prompting,Vandalism024_x264,Vandalism
,Claude,Meta-Prompting,Vandalism027_x264,Vandalism
,Claude,Meta-Prompting,Vandalism026_x264,Vandalism
,Claude,Meta-Prompting,Vandalism022_x264,Vandalism
,Claude,Meta-Prompting,Vandalism018_x264,Vandalism
,Claude,Meta-Prompting,Vandalism029_x264,Vandalism
,Claude,Meta-Prompting,Vandalism032_x264,Vandalism
,Claude,Meta-Prompting,Vandalism030_x264,Vandalism
,Claude,Meta-Prompting,Vandalism023_x264,Vandalism
,Claude,Meta-Prompting,Vandalism025_x264,Vandalism
,Claude,Meta-Prompting,Vandalism031_x264,Vandalism
,Claude,Meta-Prompting,Vandalism008_x264,Vandalism
,Claude,Meta-Prompting,Vandalism011_x264,Vandalism
,Claude,Meta-Prompting,Vandalism035_x264,Vandalism
,Claude,Meta-Prompting,Vandalism028_x264,Vandalism
,Claude,Meta-Prompting,Vandalism034_x264,Vandalism
,Claude,Meta-Prompting,Vandalism036_x264,Vandalism
,Claude,Meta-Prompting,Vandalism040_x264,Vandalism
,Claude,Meta-Prompting,Vandalism039_x264,Vandalism
,Claude,Meta-Prompting,Vandalism038_x264,Vandalism
,Claude,Meta-Prompting,Vandalism033_x264,Vandalism
,Claude,Meta-Prompting,Vandalism046_x264,Vandalism
,Claude,Meta-Prompting,Vandalism042_x264,Vandalism
,Claude,Meta-Prompting,Vandalism043_x264,Vandalism
,Claude,Meta-Prompting,Vandalism047_x264,Vandalism
,Claude,Meta-Prompting,Vandalism041_x264,Vandalism
,Claude,Meta-Prompting,Vandalism044_x264,Vandalism
,Claude,Meta-Prompting,Vandalism045_x264,Vandalism
,Claude,Meta-Prompting,Vandalism050_x264,Vandalism
,Claude,Meta-Prompting,Vandalism048_x264,Vandalism
,Claude,Meta-Prompting,Vandalism049_x264,Vandalism
,Claude,Self-Consistency,Abuse007_x264,Abuse
,Claude,Self-Consistency,Abuse002_x264,Abuse
,Claude,Self-Consistency,Abuse005_x264,Abuse
,Claude,Self-Consistency,Abuse009_x264,Abuse
,Claude,Self-Consistency,Abuse010_x264,Abuse
,Claude,Self-Consistency,Abuse001_x264,Abuse
,Claude,Self-Consistency,Abuse003_x264,Abuse
,Claude,Self-Consistency,Abuse006_x264,Abuse
,Claude,Self-Consistency,Abuse014_x264,Abuse
,Claude,Self-Consistency,Abuse016_x264,Abuse
,Claude,Self-Consistency,Abuse011_x264,Abuse
,Claude,Self-Consistency,Abuse012_x264,Abuse
,Claude,Self-Consistency,Abuse013_x264,Abuse
,Claude,Self-Consistency,Abuse008_x264,Abuse
,Claude,Self-Consistency,Abuse017_x264,Abuse
,Claude,Self-Consistency,Abuse023_x264,Abuse
,Claude,Self-Consistency,Abuse018_x264,Abuse
,Claude,Self-Consistency,Abuse021_x264,Abuse
,Claude,Self-Consistency,Abuse024_x264,Abuse
,Claude,Self-Consistency,Abuse020_x264,Abuse
,Claude,Self-Consistency,Abuse022_x264,Abuse
,Claude,Self-Consistency,Abuse029_x264,Abuse
,Claude,Self-Consistency,Abuse019_x264,Abuse
,Claude,Self-Consistency,Abuse025_x264,Abuse
,Claude,Self-Consistency,Abuse026_x264,Abuse
,Claude,Self-Consistency,Abuse028_x264,Abuse
,Claude,Self-Consistency,Abuse015_x264,Abuse
,Claude,Self-Consistency,Abuse030_x264,Abuse
,Claude,Self-Consistency,Abuse034_x264,Abuse
,Claude,Self-Consistency,Abuse004_x264,Abuse
,Claude,Self-Consistency,Abuse033_x264,Abuse
,Claude,Self-Consistency,Abuse027_x264,Abuse
,Claude,Self-Consistency,Abuse038_x264,Abuse
,Claude,Self-Consistency,Abuse037_x264,Abuse
,Claude,Self-Consistency,Abuse031_x264,Abuse
,Claude,Self-Consistency,Abuse032_x264,Abuse
,Claude,Self-Consistency,Abuse041_x264,Abuse
,Claude,Self-Consistency,Abuse036_x264,Abuse
,Claude,Self-Consistency,Abuse046_x264,Abuse
,Claude,Self-Consistency,Abuse035_x264,Abuse
,Claude,Self-Consistency,Abuse043_x264,Abuse
,Claude,Self-Consistency,Abuse040_x264,Abuse
,Claude,Self-Consistency,Abuse047_x264,Abuse
,Claude,Self-Consistency,Assault012_x264,Assault
,Claude,Self-Consistency,Abuse049_x264,Abuse
,Claude,Self-Consistency,Abuse048_x264,Abuse
,Claude,Self-Consistency,Abuse045_x264,Abuse
,Claude,Self-Consistency,Abuse044_x264,Abuse
,Claude,Self-Consistency,Assault007_x264,Assault
,Claude,Self-Consistency,Assault038_x264,Assault
,Claude,Self-Consistency,Assault026_x264,Assault
,Claude,Self-Consistency,Assault036_x264,Assault
,Claude,Self-Consistency,Assault039_x264,Assault
,Claude,Self-Consistency,Assault035_x264,Assault
,Claude,Self-Consistency,Assault033_x264,Assault
,Claude,Self-Consistency,Assault044_x264,Assault
,Claude,Self-Consistency,Assault052_x264,Assault
,Claude,Self-Consistency,Assault049_x264,Assault
,Claude,Self-Consistency,Abuse050_x264,Abuse
,Claude,Self-Consistency,Burglary007_x264,Burglary
,Claude,Self-Consistency,Burglary003_x264,Burglary
,Claude,Self-Consistency,Burglary004_x264,Burglary
,Claude,Self-Consistency,Burglary002_x264,Burglary
,Claude,Self-Consistency,Burglary001_x264,Burglary
,Claude,Self-Consistency,Burglary011_x264,Burglary
,Claude,Self-Consistency,Abuse039_x264,Abuse
,Claude,Self-Consistency,Burglary012_x264,Burglary
,Claude,Self-Consistency,Burglary009_x264,Burglary
,Claude,Self-Consistency,Burglary008_x264,Burglary
,Claude,Self-Consistency,Burglary015_x264,Burglary
,Claude,Self-Consistency,Burglary014_x264,Burglary
,Claude,Self-Consistency,Burglary013_x264,Burglary
,Claude,Self-Consistency,Burglary005_x264,Burglary
,Claude,Self-Consistency,Burglary010_x264,Burglary
,Claude,Self-Consistency,Burglary018_x264,Burglary
,Claude,Self-Consistency,Burglary017_x264,Burglary
,Claude,Self-Consistency,Burglary006_x264,Burglary
,Claude,Self-Consistency,Burglary021_x264,Burglary
,Claude,Self-Consistency,Burglary019_x264,Burglary
,Claude,Self-Consistency,Burglary022_x264,Burglary
,Claude,Self-Consistency,Burglary020_x264,Burglary
,Claude,Self-Consistency,Burglary026_x264,Burglary
,Claude,Self-Consistency,Burglary028_x264,Burglary
,Claude,Self-Consistency,Burglary024_x264,Burglary
,Claude,Self-Consistency,Burglary016_x264,Burglary
,Claude,Self-Consistency,Burglary030_x264,Burglary
,Claude,Self-Consistency,Burglary027_x264,Burglary
,Claude,Self-Consistency,Burglary025_x264,Burglary
,Claude,Self-Consistency,Burglary033_x264,Burglary
,Claude,Self-Consistency,Burglary034_x264,Burglary
,Claude,Self-Consistency,Burglary036_x264,Burglary
,Claude,Self-Consistency,Burglary037_x264,Burglary
,Claude,Self-Consistency,Burglary023_x264,Burglary
,Claude,Self-Consistency,Burglary038_x264,Burglary
,Claude,Self-Consistency,Burglary043_x264,Burglary
,Claude,Self-Consistency,Burglary035_x264,Burglary
,Claude,Self-Consistency,Burglary041_x264,Burglary
,Claude,Self-Consistency,Burglary040_x264,Burglary
,Claude,Self-Consistency,Burglary042_x264,Burglary
,Claude,Self-Consistency,Burglary029_x264,Burglary
,Claude,Self-Consistency,Burglary031_x264,Burglary
,Claude,Self-Consistency,Burglary046_x264,Burglary
,Claude,Self-Consistency,Burglary048_x264,Burglary
,Claude,Self-Consistency,Burglary039_x264,Burglary
,Claude,Self-Consistency,Burglary047_x264,Burglary
,Claude,Self-Consistency,Burglary051_x264,Burglary
,Claude,Self-Consistency,Burglary054_x264,Burglary
,Claude,Self-Consistency,Burglary050_x264,Burglary
,Claude,Self-Consistency,Burglary044_x264,Burglary
,Claude,Self-Consistency,Burglary056_x264,Burglary
,Claude,Self-Consistency,Burglary053_x264,Burglary
,Claude,Self-Consistency,Burglary055_x264,Burglary
,Claude,Self-Consistency,Burglary059_x264,Burglary
,Claude,Self-Consistency,Burglary060_x264,Burglary
,Claude,Self-Consistency,Burglary032_x264,Burglary
,Claude,Self-Consistency,Burglary045_x264,Burglary
,Claude,Self-Consistency,Burglary049_x264,Burglary
,Claude,Self-Consistency,Burglary052_x264,Burglary
,Claude,Self-Consistency,Burglary063_x264,Burglary
,Claude,Self-Consistency,Burglary057_x264,Burglary
,Claude,Self-Consistency,Burglary061_x264,Burglary
,Claude,Self-Consistency,Burglary066_x264,Burglary
,Claude,Self-Consistency,Burglary067_x264,Burglary
,Claude,Self-Consistency,Burglary070_x264,Burglary
,Claude,Self-Consistency,Burglary069_x264,Burglary
,Claude,Self-Consistency,Burglary068_x264,Burglary
,Claude,Self-Consistency,Burglary058_x264,Burglary
,Claude,Self-Consistency,Burglary071_x264,Burglary
,Claude,Self-Consistency,Burglary062_x264,Burglary
,Claude,Self-Consistency,Abuse042_x264,Abuse
,Claude,Self-Consistency,Burglary072_x264,Burglary
,Claude,Self-Consistency,Burglary078_x264,Burglary
,Claude,Self-Consistency,Burglary065_x264,Burglary
,Claude,Self-Consistency,Burglary073_x264,Burglary
,Claude,Self-Consistency,Burglary081_x264,Burglary
,Claude,Self-Consistency,Burglary080_x264,Burglary
,Claude,Self-Consistency,Burglary074_x264,Burglary
,Claude,Self-Consistency,Burglary077_x264,Burglary
,Claude,Self-Consistency,Burglary082_x264,Burglary
,Claude,Self-Consistency,Burglary085_x264,Burglary
,Claude,Self-Consistency,Burglary083_x264,Burglary
,Claude,Self-Consistency,Burglary084_x264,Burglary
,Claude,Self-Consistency,Burglary086_x264,Burglary
,Claude,Self-Consistency,Burglary087_x264,Burglary
,Claude,Self-Consistency,Burglary090_x264,Burglary
,Claude,Self-Consistency,Burglary092_x264,Burglary
,Claude,Self-Consistency,Burglary075_x264,Burglary
,Claude,Self-Consistency,Burglary089_x264,Burglary
,Claude,Self-Consistency,Burglary093_x264,Burglary
,Claude,Self-Consistency,Burglary076_x264,Burglary
,Claude,Self-Consistency,Burglary088_x264,Burglary
,Claude,Self-Consistency,Burglary091_x264,Burglary
,Claude,Self-Consistency,Burglary097_x264,Burglary
,Claude,Self-Consistency,Burglary094_x264,Burglary
,Claude,Self-Consistency,Explosion001_x264,Explosion
,Claude,Self-Consistency,Burglary098_x264,Burglary
,Claude,Self-Consistency,Burglary099_x264,Burglary
,Claude,Self-Consistency,Explosion003_x264,Explosion
,Claude,Self-Consistency,Burglary079_x264,Burglary
,Claude,Self-Consistency,Explosion005_x264,Explosion
,Claude,Self-Consistency,Explosion004_x264,Explosion
,Claude,Self-Consistency,Explosion002_x264,Explosion
,Claude,Self-Consistency,Explosion006_x264,Explosion
,Claude,Self-Consistency,Explosion008_x264,Explosion
,Claude,Self-Consistency,Explosion009_x264,Explosion
,Claude,Self-Consistency,Explosion012_x264,Explosion
,Claude,Self-Consistency,Burglary096_x264,Burglary
,Claude,Self-Consistency,Explosion011_x264,Explosion
,Claude,Self-Consistency,Explosion010_x264,Explosion
,Claude,Self-Consistency,Explosion014_x264,Explosion
,Claude,Self-Consistency,Burglary100_x264,Burglary
,Claude,Self-Consistency,Explosion016_x264,Explosion
,Claude,Self-Consistency,Explosion019_x264,Explosion
,Claude,Self-Consistency,Explosion015_x264,Explosion
,Claude,Self-Consistency,Explosion017_x264,Explosion
,Claude,Self-Consistency,Explosion013_x264,Explosion
,Claude,Self-Consistency,Explosion018_x264,Explosion
,Claude,Self-Consistency,Explosion021_x264,Explosion
,Claude,Self-Consistency,Explosion025_x264,Explosion
,Claude,Self-Consistency,Explosion020_x264,Explosion
,Claude,Self-Consistency,Explosion023_x264,Explosion
,Claude,Self-Consistency,Explosion027_x264,Explosion
,Claude,Self-Consistency,Explosion024_x264,Explosion
,Claude,Self-Consistency,Explosion022_x264,Explosion
,Claude,Self-Consistency,Explosion026_x264,Explosion
,Claude,Self-Consistency,Explosion034_x264,Explosion
,Claude,Self-Consistency,Explosion028_x264,Explosion
,Claude,Self-Consistency,Explosion032_x264,Explosion
,Claude,Self-Consistency,Explosion037_x264,Explosion
,Claude,Self-Consistency,Explosion029_x264,Explosion
,Claude,Self-Consistency,Explosion033_x264,Explosion
,Claude,Self-Consistency,Explosion030_x264,Explosion
,Claude,Self-Consistency,Explosion039_x264,Explosion
,Claude,Self-Consistency,Explosion035_x264,Explosion
,Claude,Self-Consistency,Explosion007_x264,Explosion
,Claude,Self-Consistency,Explosion038_x264,Explosion
,Claude,Self-Consistency,Explosion036_x264,Explosion
,Claude,Self-Consistency,Explosion044_x264,Explosion
,Claude,Self-Consistency,Explosion042_x264,Explosion
,Claude,Self-Consistency,Explosion041_x264,Explosion
,Claude,Self-Consistency,Explosion048_x264,Explosion
,Claude,Self-Consistency,Explosion045_x264,Explosion
,Claude,Self-Consistency,Explosion050_x264,Explosion
,Claude,Self-Consistency,Burglary064_x264,Burglary
,Claude,Self-Consistency,Explosion047_x264,Explosion
,Claude,Self-Consistency,Explosion040_x264,Explosion
,Claude,Self-Consistency,Fighting002_x264,Fighting
,Claude,Self-Consistency,Explosion052_x264,Explosion
,Claude,Self-Consistency,Explosion051_x264,Explosion
,Claude,Self-Consistency,Fighting003_x264,Fighting
,Claude,Self-Consistency,Fighting006_x264,Fighting
,Claude,Self-Consistency,Fighting005_x264,Fighting
,Claude,Self-Consistency,Explosion043_x264,Explosion
,Claude,Self-Consistency,Fighting009_x264,Fighting
,Claude,Self-Consistency,Burglary095_x264,Burglary
,Claude,Self-Consistency,Fighting007_x264,Fighting
,Claude,Self-Consistency,Fighting010_x264,Fighting
,Claude,Self-Consistency,Fighting012_x264,Fighting
,Claude,Self-Consistency,Fighting013_x264,Fighting
,Claude,Self-Consistency,Fighting016_x264,Fighting
,Claude,Self-Consistency,Fighting011_x264,Fighting
,Claude,Self-Consistency,Fighting014_x264,Fighting
,Claude,Self-Consistency,Fighting017_x264,Fighting
,Claude,Self-Consistency,Fighting020_x264,Fighting
,Claude,Self-Consistency,Fighting018_x264,Fighting
,Claude,Self-Consistency,Fighting008_x264,Fighting
,Claude,Self-Consistency,Fighting019_x264,Fighting
,Claude,Self-Consistency,Fighting023_x264,Fighting
,Claude,Self-Consistency,Fighting022_x264,Fighting
,Claude,Self-Consistency,Fighting021_x264,Fighting
,Claude,Self-Consistency,Fighting015_x264,Fighting
,Claude,Self-Consistency,Fighting004_x264,Fighting
,Claude,Self-Consistency,Fighting028_x264,Fighting
,Claude,Self-Consistency,Fighting026_x264,Fighting
,Claude,Self-Consistency,Fighting027_x264,Fighting
,Claude,Self-Consistency,Fighting030_x264,Fighting
,Claude,Self-Consistency,Fighting025_x264,Fighting
,Claude,Self-Consistency,Fighting033_x264,Fighting
,Claude,Self-Consistency,Fighting032_x264,Fighting
,Claude,Self-Consistency,Fighting035_x264,Fighting
,Claude,Self-Consistency,Fighting024_x264,Fighting
,Claude,Self-Consistency,Fighting029_x264,Fighting
,Claude,Self-Consistency,Fighting038_x264,Fighting
,Claude,Self-Consistency,Fighting040_x264,Fighting
,Claude,Self-Consistency,Fighting036_x264,Fighting
,Claude,Self-Consistency,Fighting034_x264,Fighting
,Claude,Self-Consistency,Fighting037_x264,Fighting
,Claude,Self-Consistency,Fighting031_x264,Fighting
,Claude,Self-Consistency,Fighting042_x264,Fighting
,Claude,Self-Consistency,Fighting043_x264,Fighting
,Claude,Self-Consistency,Fighting046_x264,Fighting
,Claude,Self-Consistency,Fighting045_x264,Fighting
,Claude,Self-Consistency,Fighting039_x264,Fighting
,Claude,Self-Consistency,Fighting049_x264,Fighting
,Claude,Self-Consistency,Fighting044_x264,Fighting
,Claude,Self-Consistency,Fighting047_x264,Fighting
,Claude,Self-Consistency,RoadAccidents004_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents002_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents001_x264,RoadAccidents
,Claude,Self-Consistency,Fighting048_x264,Fighting
,Claude,Self-Consistency,RoadAccidents003_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents005_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents007_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents010_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents006_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents012_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents009_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents008_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents011_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents013_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents017_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents018_x264,RoadAccidents
,Claude,Self-Consistency,Fighting051_x264,Fighting
,Claude,Self-Consistency,RoadAccidents015_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents016_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents021_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents019_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents020_x264,RoadAccidents
,Claude,Self-Consistency,RoadAccidents025_x264,RoadAccidents
